EST_ID,EST_NAME,ADDRESS,TEL,STATUS,REASON,EST_TYPE,EFF_DATE_FROM,EFF_DATE_TO
73,Barkisland CE (VA) Primary School,"Scammonden Road, Barkisland, Halifax, HX4 0BD",01422 823324,Closed,Industrial Action,SCH,30-Nov-11,
13,Beech Hill School,"Mount Pleasant Avenue, Halifax, HX1 5TN",01422 345004,Closed,Industrial Action,SCH,30-Nov-11,30-Nov-11
37,Bolton Brow Primary Academy,"Bolton Brow, Sowerby Bridge, HX6 2BA",01422 831031,Closed,Strike action,SCH,30-Nov-11,30-Nov-11
3,Bradshaw Primary School,"Ingham Lane, Bradshaw, Halifax, HX2 9PF",01422 244283,Closed,Strike Action,SCH,30-Nov-11,
104,Brighouse High School,"Finkil Street, Brighouse, HD6 2NY",01484 710408,Closed,Industrial Action,SCH,30-Nov-11,
28,Burnley Road Academy,"Burnley Road, Mytholmroyd, Hebden Bridge, HX7 5DE",01422 883034,Closed,Strike Action By Staff Members,SCH,30-Nov-11,30-Nov-11
85,"Calder High School, A Specialist Technology College","Brier Hey Lane, Mytholmroyd, Hebden Bridge, HX7 5QN",01422 883213,Closed,Industrial Action,SCH,30-Nov-11,
30,Calder Primary School,"Brier Hey Lane, Mytholmroyd, Hebden Bridge, HX7 5QN",01422 883213,Closed,STRIKE ACTION,SCH,30-Nov-11,30-Nov-11
22,Carr Green Primary School,"Carr Green Lane, Rastrick, Brighouse, HD6 3LT",01484 715969,Closed,Industrial Action,SCH,30-Nov-11,
42,Castle Hill Primary School,"Halifax Road, Todmorden, OL14 5SQ",01706 813163,Closed,strike,SCH,30-Nov-11,30-Nov-11
29,Central Street Infant and Nursery,"Central Street, Hebden Bridge, HX7 6HB",01422 842784,Closed,Strike Action,SCH,30-Nov-11,30-Nov-11
59,Christ Church (Pellon) CE (VC) Primary School,"Sandbeds Road, Pellon, Halifax, HX2 0QQ",01422 350792,Closed,Industrial Action,SCH,30-Nov-11,
75,Christ Church CE (VA) Junior School (Sowerby Bridge),"Park Road, Sowerby Bridge, HX6 2BJ",01422 832454,Closed,Industrial Action,SCH,30-Nov-11,
47,Cliffe Hill Community Primary School,"Stoney Lane, Lightcliffe, Halifax, HX3 8TW",01422 202086,Partly closed,Strike Action,SCH,30-Nov-11,30-Nov-11
34,Colden J & I School,"Smithy Lane, Colden, Hebden Bridge, HX7 7HW",01422 842438,Closed,Union Strike Action,SCH,30-Nov-11,
4,Copley Primary School,"Wakefield Road, Copley, Halifax, HX3 0TP",01422 354209,Partly closed,Industrial action,SCH,30-Nov-11,30-Nov-11
43,"Cornholme J, I & N School","Greenfield Terrace, Cornholme, Todmorden, OL14 8PL",01706 812787,Closed,Industrial Action,SCH,30-Nov-11,
55,Cross Lane Primary & Nursery School,"Cross Lane, Elland, HX5 0LP",01422 372614,Closed,Industrial Action,SCH,30-Nov-11,
5,Dean Field Community Primary School,"Cousin Lane, Ovenden, Halifax, HX2 8DQ",01422 258258,Closed,unable to open due to impact of industrial action,SCH,30-Nov-11,30-Nov-11
71,"Elland CE (VA) J, I & N School","Westgate, Elland, HX5 0BB",01422 373159,Closed,The school will be closed to pupils due to industrial action,SCH,30-Nov-11,30-Nov-11
2,Ferney Lee Primary School,"Ferney Lee Road, Todmorden, OL14 5NR",01706 812412,Closed,Industrial Action,SCH,30-Nov-11,
49,Field Lane Primary School,"Burnsall Road, Rastrick, Brighouse, HD6 3JT",01484 713792,Closed,Industrial Action,SCH,30-Nov-11,
72,Hebden Royd CE (VA) Primary School,"Church Lane, Hebden Bridge, HX7 6DS",01422 842821,Partly closed,Union's day of action,SCH,30-Nov-11,
33,"Heptonstall J, I & N School","Smithwell Lane, Heptonstall, Hebden Bridge, HX7 7NX",01422 842533,Closed,Industrial Action,SCH,30-Nov-11,
109,Highbury School,"Lower Edge Road, Rastrick, Brighouse, HD6 3LD",01484 716319,Closed,Strike action,SCH,30-Nov-11,
82,"Holy Trinity Primary School, a Church of England Academy","Savile Park Road, Halifax, HX1 2ES",01422 367161,Closed,Industrial Action,SCH,30-Nov-11,
27,Holywell Green Primary School,"Stainland Road, Holywell Green, Halifax, HX4 9AE",01422 374369,Closed,Industrial Action,SCH,30-Nov-11,
7,Lee Mount Primary School,"Lee Mount Road, Halifax, HX3 5EB",01422 352856,Closed,Industrial Action,SCH,30-Nov-11,
102,Lightcliffe Academy,"Stoney Lane, Lightcliffe, Halifax, HX3 8TL",01422 201028,Closed,Industrial Action,SCH,30-Nov-11,
94,Lightcliffe CE Primary School,"Wakefield Road, Lightcliffe, Halifax, HX3 8SH",01422 202235,Closed,Industrial Action,SCH,30-Nov-11,
19,"Ling Bob J, I & N School","Albert Road, Pellon, Halifax, HX2 0QD",01422 434000,Closed,Industrial Action,SCH,30-Nov-11,30-Nov-11
97,Longroyde Primary School,"Longroyde Road, Rastrick, Brighouse, HD6 3AS",01484 715300,Closed,Closed due to industrial action,SCH,30-Nov-11,30-Nov-11
64,Luddenden CE (VC) School,"Dene View, Luddendenfoot, Halifax, HX2 6PB",01422 886353,Closed,Strike action,SCH,30-Nov-11,
38,Luddendenfoot Academy,"Burnley Road, Luddendenfoot, Halifax, HX2 6AU",01422 882298,Closed,Industrial Action,SCH,30-Nov-11,
39,Midgley School,"Lane Ends, Midgley, Halifax, HX2 6TX",01422 882356,Closed,Industrial Action,SCH,30-Nov-11,
279,Moorside Community Primary School,"Keighley Road, Ovenden, Halifax, HX2 8AP",01422 365236,Closed,Industrial action,SCH,30-Nov-11,30-Nov-11
54,Mount Pellon Primary Academy,"Battinson Road, Halifax, HX1 4RG",01422 349618,Closed,Strike Action,SCH,30-Nov-11,
40,New Road Primary School,"Sowerby New Road, Sowerby Bridge, HX6 1DY",01422 831351,Partly closed,Industrial Action,SCH,30-Nov-11,30-Nov-11
60,Norland CE School,"Berry Moor Road, Norland, Sowerby Bridge, HX6 3RN",01422 831602,Closed,Industrial Action,SCH,30-Nov-11,
11,Northowram Primary School,"Baxter Lane, Northowram, Halifax, HX3 7EF",01422 202704,Closed,Industrial Action,SCH,30-Nov-11,30-Nov-11
52,Old Earth School,"Lower Edge Road, Elland, HX5 9PL",01422 375316,Closed,Strike Action,SCH,30-Nov-11,
46,Old Town Primary School,"Billy Lane, Wadsworth, Hebden Bridge, HX7 8RY",01422 842859,Closed,Industrial Action,SCH,30-Nov-11,30-Nov-11
84,Park Lane Academy,"Park Lane, Exley, Halifax, HX3 9LG",01422 362215,Closed,Industrial Action,SCH,30-Nov-11,
12,Parkinson Lane Community Primary School,"Parkinson Lane, Halifax, HX1 3XL",01422 362227,Closed,School will be closed to pupils due to industrial action.  Could pupils please complete the work provided by your teacher - Thank you,SCH,30-Nov-11,30-Nov-11
100,Rastrick High School,"Field Top Road, Rastrick, Brighouse, HD6 3XB",01484 710235,Closed,Strike action,SCH,30-Nov-11,
108,Ravenscliffe High School and Sports College,"Skircoat Green, Halifax, HX3 0RZ",01422 358621,Closed,Industrial Action,SCH,30-Nov-11,
36,Ripponden J & I School,"Halifax Road, Ripponden, Sowerby Bridge, HX6 4AH",01422 823362,Closed,School closed due to industrial action,SCH,30-Nov-11,
51,Riverside Junior School,"Holme Street, Hebden Bridge, HX7 8EE",01422 842154,Closed,Industrial Action,SCH,30-Nov-11,30-Nov-11
106,Ryburn Valley High School,"St Peter'S Avenue, Sowerby Bridge, HX6 1DF",01422 832070,Closed,Industrial Action ,SCH,30-Nov-11,
79,Sacred Heart Catholic Primary School (Sowerby Bridge),"St Peter'S Avenue, Sowerby Bridge, HX6 1BL",01422 831360,Closed,Industrial Action,SCH,30-Nov-11,
14,Salterhebble J & I School,"Stafford Square, Halifax, HX3 0AU",01422 252004,Closed,Industrial Action,SCH,30-Nov-11,
6,Savile Park Primary School,"Moorfield Street, Halifax, HX1 3ER",01422 352844,Partly closed,industrial action,SCH,30-Nov-11,
44,Shade Primary School,"Knowlwood Road, Shade, Todmorden, OL14 7PD",01706 812913,Closed,Industrial Action,SCH,30-Nov-11,
35,Shelf J & I School,"Shelf Hall Lane, Shelf, Halifax, HX3 7LT",01274 676782,Closed,Industrial Action,SCH,30-Nov-11,
58,Siddal Primary School,"Backhold Lane, Siddal, Halifax, HX3 9DL",01422 354976,Closed,School closed due to industrial action however the children's centre will remain open,SCH,30-Nov-11,
48,Sowerby Village CE (VC) Primary School,"St Peter'S Avenue, Sowerby, Sowerby Bridge, HX6 1HB",01422 831971,Closed,Industrial Action,SCH,30-Nov-11,30-Nov-11
70,St Andrew's CE (VA) Infant School (Brighouse),"Lightcliffe Road, Brighouse, HD6 2HH",01484 714964,Closed,Industrial Action,SCH,30-Nov-11,
69,St Andrew's CE (VA) Junior School (Brighouse),"Waterloo Road, Brighouse, HD6 2AN",01484 712895,Closed,Strike Action,SCH,30-Nov-11,30-Nov-11
65,St Augustine's CE (VA) J & I School (Halifax),"Hanson Lane, Halifax, HX1 5PG",01422 360615,Closed,due to industrial action,SCH,30-Nov-11,30-Nov-11
96,St Chad's CE (VA) Primary School,"Upper Green Lane, Hove Edge, Brighouse, HD6 2PA",01484 712361,Closed,Industrial Action,SCH,30-Nov-11,
74,St John's CE (VA) Primary School (Rishworth),"Godly Lane, Rishworth, Sowerby Bridge, HX6 4QR",01422 822596,Closed,Industrial Action,SCH,30-Nov-11,
80,St Joseph's Catholic Primary School (Brighouse),"Finkil Street, Brighouse, HD6 2NT",01484 713037,Closed,Industrial Action,SCH,30-Nov-11,
66,St Joseph's Catholic Primary School (Halifax),"Portland Road, Halifax, HX3 6LA",01422 360646,Closed,Industrial Action,SCH,30-Nov-11,30-Nov-11
81,St Joseph's RC Primary School (Todmorden),"Wellington Road, Todmorden, OL14 5HP",01706 812948,Closed,Industrial Action,SCH,30-Nov-11,
67,St Malachy's Catholic Primary School,"Furness Place, Illingworth, Halifax, HX2 8JY",01422 244628,Closed,Industrial Strike Action,SCH,30-Nov-11,30-Nov-11
61,St Mary's CE (VC) J & I School (Sowerby Bridge),"Lumb Lane, Mill Bank, Sowerby Bridge, HX6 3EJ",01422 823353,Closed,Industrial action,SCH,30-Nov-11,
68,St Mary's Catholic Primary School (Halifax),"Swires Road, Halifax, HX1 2ER",01422 362365,Closed,Strike Action,SCH,30-Nov-11,30-Nov-11
92,St Michael & All Angels CE Primary School,"Meadow Close, Greenacres, Shelf, Halifax, HX3 7QU",01274 676246,Partly closed,Industrial Action ,SCH,30-Nov-11,30-Nov-11
78,St Patrick's Catholic Primary School (Elland),"Hullen Edge Road, Elland, HX5 0QY",01422 373104,Closed,Industrial Action,SCH,30-Nov-11,30-Nov-11
32,Stubbings Infant School,"School Street, Hebden Bridge, HX7 8BP",01422 842728,Closed,Strike Action,SCH,30-Nov-11,
103,The Brooksbank School Sports College,"Victoria Road, Elland, HX5 OQG",01422 374791,Closed,Industrial Action,SCH,30-Nov-11,30-Nov-11
99,The Crossley Heath School,"Savile Park, Halifax, HX3 OHG",01422 360272,Closed,Industrial Strike action,SCH,30-Nov-11,
25,The Greetland Academy,"(Main School), Rochdale Road, Greetland, Halifax, HX4 8JB",01422 372893,Closed,Union Strike Action,SCH,30-Nov-11,30-Nov-11
88,The Halifax Academy,"Gibbet Street, Halifax, HX2 0BA",01422 301080,Closed,Industrial action,SCH,30-Nov-11,
98,The North Halifax Grammar School,"Illingworth, Halifax, HX2 9SU",01422 244625,Closed,Industrial Action,SCH,30-Nov-11,
77,"Todmorden CE (VA) J, I & N School","Burnley Road, Todmorden, OL14 7BS",01706 812019,Closed,strike,SCH,30-Nov-11,30-Nov-11
87,"Todmorden High School, Specialist Visual Arts College","Ewood Lane, Todmorden, OL14 7DG",01706 813558,Partly closed,Strike Action,SCH,30-Nov-11,30-Nov-11
63,Triangle CE (VC) Primary School,"Butterworth Lane, Triangle, Sowerby Bridge, HX6 3NJ",01422 831558,Closed,Industrial Action,SCH,30-Nov-11,
101,Trinity Academy Halifax,"Shay Lane, Holmfield, Halifax, HX2 9TZ",01422 244890,Closed,Industrial Action,SCH,30-Nov-11,
86,Trinity Academy Sowerby Bridge,"Albert Road, Sowerby Bridge, HX6 2NW",01422 831011,Closed,Industrial action,SCH,30-Nov-11,30-Nov-11
41,Tuel Lane Infant School,"Clay Street, Sowerby Bridge, HX6 2ND",01422 831221,Closed,Industrial Action,SCH,30-Nov-11,30-Nov-11
15,Wainstalls School,"Wainstalls, Halifax, HX2 7TE",01422 244804,Closed,Industrial Action,SCH,30-Nov-11,
424,Walsden St Peter's CE (VC) Primary School,"Rochdale Road, Todmorden, OL14 6RN",01706 812947,Closed,Industrial action by school workforce unions,SCH,30-Nov-11,
16,Warley Road Primary School,"Warley Road, Halifax, HX1 3TG",01422 353724,Closed,Industrial action,SCH,30-Nov-11,
95,West Vale Primary School,"Stainland Road, Greetland, Halifax, HX4 8LS",01422 372804,Closed,Strike action,SCH,30-Nov-11,30-Nov-11
23,Withinfields Primary School,"Law Lane, Southowram, Halifax, HX3 9QJ",01422 363581,Closed,Industrial Action,SCH,30-Nov-11,
107,Wood Bank School,"Dene View, Luddendenfoot, Halifax, HX2 6PB",01422 884170,Closed,Industrial Action,SCH,30-Nov-11,30-Nov-11
50,Woodhouse Primary School,"Daisy Road, Brighouse, HD6 3SX",01484 714750,Closed,Industrial Action,SCH,30-Nov-11,30-Nov-11
2,Ferney Lee Primary School,"Ferney Lee Road, Todmorden, OL14 5NR",01706 812412,Closed,Heating/plumbing problems,SCH,16-Jan-12,16-Jan-12
54,Mount Pellon Primary Academy,"Battinson Road, Halifax, HX1 4RG",01422 349618,Partly closed,Flood,SCH,06-Feb-12,06-Feb-12
54,Mount Pellon Primary Academy,"Battinson Road, Halifax, HX1 4RG",01422 349618,Partly closed,Flood,SCH,07-Feb-12,07-Feb-12
101,Trinity Academy Halifax,"Shay Lane, Holmfield, Halifax, HX2 9TZ",01422 244890,Closed,Snow,SCH,04-Apr-12,04-Apr-12
29,Central Street Infant and Nursery,"Central Street, Hebden Bridge, HX7 6HB",01422 842784,Closed,Flood,SCH,25-Jun-12,
29,Central Street Infant and Nursery,"Central Street, Hebden Bridge, HX7 6HB",01422 842784,Partly closed,Flood,SCH,26-Jun-12,20-Jul-12
475,Hebden Vale Children's Centre,"Stubbing Holme Road, Hebden Bridge, HX7 6AT",01422 847444,Closed,Flood,OTH,13-Jul-12,31-Aug-12
477,Todmorden Children's Centre,"Todmorden Community College, Burnley Road, Todmorden, OL14 7BX",01706 548140,Closed,Flood,OTH,07-Aug-12,
55,Cross Lane Primary & Nursery School,"Cross Lane, Elland, HX5 0LP",01422 372614,Closed,Outbreak of illness,SCH,11-Oct-12,13-Oct-12
28,Burnley Road Academy,"Burnley Road, Mytholmroyd, Hebden Bridge, HX7 5DE",01422 883034,Partly closed,Black Ice on paths and roads,SCH,14-Dec-12,14-Dec-12
279,Moorside Community Primary School,"Keighley Road, Ovenden, Halifax, HX2 8AP",01422 365236,Partly closed,Black Ice,SCH,14-Dec-12,
102,Lightcliffe Academy,"Stoney Lane, Lightcliffe, Halifax, HX3 8TL",01422 201028,Closed,Snow,SCH,14-Jan-13,
39,Midgley School,"Lane Ends, Midgley, Halifax, HX2 6TX",01422 882356,Closed,Move into new build,SCH,14-Jan-13,15-Jan-13
108,Ravenscliffe High School and Sports College,"Skircoat Green, Halifax, HX3 0RZ",01422 358621,Closed,Snow,SCH,14-Jan-13,14-Jan-13
106,Ryburn Valley High School,"St Peter'S Avenue, Sowerby Bridge, HX6 1DF",01422 832070,Partly closed,Snow,SCH,14-Jan-13,
67,St Malachy's Catholic Primary School,"Furness Place, Illingworth, Halifax, HX2 8JY",01422 244628,Partly closed,Snow,SCH,14-Jan-13,
101,Trinity Academy Halifax,"Shay Lane, Holmfield, Halifax, HX2 9TZ",01422 244890,Closed,Snow,SCH,14-Jan-13,
86,Trinity Academy Sowerby Bridge,"Albert Road, Sowerby Bridge, HX6 2NW",01422 831011,Closed,Snow,SCH,14-Jan-13,14-Jan-13
20,Abbey Park Academy,"Keighley Close, Illingworth, Halifax, HX2 9DG",01422 246610,Closed,Snow,SCH,21-Jan-13,21-Jan-13
73,Barkisland CE (VA) Primary School,"Scammonden Road, Barkisland, Halifax, HX4 0BD",01422 823324,Closed,Snow,SCH,21-Jan-13,
13,Beech Hill School,"Mount Pleasant Avenue, Halifax, HX1 5TN",01422 345004,Closed,Snow,SCH,21-Jan-13,21-Jan-13
24,Bowling Green Primary School,"Stainland, Halifax, HX4 9HU",01422 374863,Closed,Snow,SCH,21-Jan-13,
28,Burnley Road Academy,"Burnley Road, Mytholmroyd, Hebden Bridge, HX7 5DE",01422 883034,Closed,Snow,SCH,21-Jan-13,
85,"Calder High School, A Specialist Technology College","Brier Hey Lane, Mytholmroyd, Hebden Bridge, HX7 5QN",01422 883213,Closed,Snow,SCH,21-Jan-13,
30,Calder Primary School,"Brier Hey Lane, Mytholmroyd, Hebden Bridge, HX7 5QN",01422 883213,Closed,Snow,SCH,21-Jan-13,21-Jan-13
441,Calderdale College,"Francis Street, Halifax, HX1 3UZ",01422 357357,Closed,Snow,OTH,21-Jan-13,
55,Cross Lane Primary & Nursery School,"Cross Lane, Elland, HX5 0LP",01422 372614,Closed,Snow,SCH,21-Jan-13,
2,Ferney Lee Primary School,"Ferney Lee Road, Todmorden, OL14 5NR",01706 812412,Partly closed,Snow,SCH,21-Jan-13,
49,Field Lane Primary School,"Burnsall Road, Rastrick, Brighouse, HD6 3JT",01484 713792,Closed,Snow,SCH,21-Jan-13,
481,Heath Campus,"Free School Lane, Halifax, HX1 2PS",01422 392820,Closed,Snow,OTH,21-Jan-13,21-Jan-13
33,"Heptonstall J, I & N School","Smithwell Lane, Heptonstall, Hebden Bridge, HX7 7NX",01422 842533,Closed,Snow,SCH,21-Jan-13,
109,Highbury School,"Lower Edge Road, Rastrick, Brighouse, HD6 3LD",01484 716319,Closed,Snow,SCH,21-Jan-13,
82,"Holy Trinity Primary School, a Church of England Academy","Savile Park Road, Halifax, HX1 2ES",01422 367161,Closed,Snow,SCH,21-Jan-13,
27,Holywell Green Primary School,"Stainland Road, Holywell Green, Halifax, HX4 9AE",01422 374369,Closed,Snow,SCH,21-Jan-13,
102,Lightcliffe Academy,"Stoney Lane, Lightcliffe, Halifax, HX3 8TL",01422 201028,Closed,Snow,SCH,21-Jan-13,
94,Lightcliffe CE Primary School,"Wakefield Road, Lightcliffe, Halifax, HX3 8SH",01422 202235,Closed,Snow,SCH,21-Jan-13,
19,"Ling Bob J, I & N School","Albert Road, Pellon, Halifax, HX2 0QD",01422 434000,Partly closed,Snow,SCH,21-Jan-13,
279,Moorside Community Primary School,"Keighley Road, Ovenden, Halifax, HX2 8AP",01422 365236,Closed,Snow,SCH,21-Jan-13,21-Jan-13
54,Mount Pellon Primary Academy,"Battinson Road, Halifax, HX1 4RG",01422 349618,Closed,Snow,SCH,21-Jan-13,
46,Old Town Primary School,"Billy Lane, Wadsworth, Hebden Bridge, HX7 8RY",01422 842859,Closed,Snow,SCH,21-Jan-13,
84,Park Lane Academy,"Park Lane, Exley, Halifax, HX3 9LG",01422 362215,Closed,Snow,SCH,21-Jan-13,
12,Parkinson Lane Community Primary School,"Parkinson Lane, Halifax, HX1 3XL",01422 362227,Closed,Snow,SCH,21-Jan-13,
100,Rastrick High School,"Field Top Road, Rastrick, Brighouse, HD6 3XB",01484 710235,Closed,Snow,SCH,21-Jan-13,
108,Ravenscliffe High School and Sports College,"Skircoat Green, Halifax, HX3 0RZ",01422 358621,Closed,Snow,SCH,21-Jan-13,21-Jan-13
36,Ripponden J & I School,"Halifax Road, Ripponden, Sowerby Bridge, HX6 4AH",01422 823362,Closed,Snow,SCH,21-Jan-13,21-Jan-13
106,Ryburn Valley High School,"St Peter'S Avenue, Sowerby Bridge, HX6 1DF",01422 832070,Closed,Snow,SCH,21-Jan-13,21-Jan-13
79,Sacred Heart Catholic Primary School (Sowerby Bridge),"St Peter'S Avenue, Sowerby Bridge, HX6 1BL",01422 831360,Closed,Snow,SCH,21-Jan-13,21-Jan-13
14,Salterhebble J & I School,"Stafford Square, Halifax, HX3 0AU",01422 252004,Closed,Snow,SCH,21-Jan-13,
31,Scout Road Academy,"Scout Road, Mytholmroyd, Hebden Bridge, HX7 5JR",01422 883327,Closed,Snow,SCH,21-Jan-13,21-Jan-13
35,Shelf J & I School,"Shelf Hall Lane, Shelf, Halifax, HX3 7LT",01274 676782,Closed,Snow,SCH,21-Jan-13,21-Jan-13
58,Siddal Primary School,"Backhold Lane, Siddal, Halifax, HX3 9DL",01422 354976,Closed,Snow,SCH,21-Jan-13,
70,St Andrew's CE (VA) Infant School (Brighouse),"Lightcliffe Road, Brighouse, HD6 2HH",01484 714964,Closed,Snow,SCH,21-Jan-13,21-Jan-13
65,St Augustine's CE (VA) J & I School (Halifax),"Hanson Lane, Halifax, HX1 5PG",01422 360615,Closed,Snow,SCH,21-Jan-13,
67,St Malachy's Catholic Primary School,"Furness Place, Illingworth, Halifax, HX2 8JY",01422 244628,Closed,Snow,SCH,21-Jan-13,
103,The Brooksbank School Sports College,"Victoria Road, Elland, HX5 OQG",01422 374791,Partly closed,Snow,SCH,21-Jan-13,
25,The Greetland Academy,"(Main School), Rochdale Road, Greetland, Halifax, HX4 8JB",01422 372893,Closed,Snow,SCH,21-Jan-13,
88,The Halifax Academy,"Gibbet Street, Halifax, HX2 0BA",01422 301080,Closed,Snow,SCH,21-Jan-13,
98,The North Halifax Grammar School,"Illingworth, Halifax, HX2 9SU",01422 244625,Partly closed,Snow,SCH,21-Jan-13,
87,"Todmorden High School, Specialist Visual Arts College","Ewood Lane, Todmorden, OL14 7DG",01706 813558,Closed,Snow,SCH,21-Jan-13,
101,Trinity Academy Halifax,"Shay Lane, Holmfield, Halifax, HX2 9TZ",01422 244890,Partly closed,Snow,SCH,21-Jan-13,
86,Trinity Academy Sowerby Bridge,"Albert Road, Sowerby Bridge, HX6 2NW",01422 831011,Closed,Snow,SCH,21-Jan-13,21-Jan-13
41,Tuel Lane Infant School,"Clay Street, Sowerby Bridge, HX6 2ND",01422 831221,Closed,Snow,SCH,21-Jan-13,
15,Wainstalls School,"Wainstalls, Halifax, HX2 7TE",01422 244804,Closed,Snow,SCH,21-Jan-13,
16,Warley Road Primary School,"Warley Road, Halifax, HX1 3TG",01422 353724,Closed,Snow,SCH,21-Jan-13,
23,Withinfields Primary School,"Law Lane, Southowram, Halifax, HX3 9QJ",01422 363581,Closed,Snow,SCH,21-Jan-13,
107,Wood Bank School,"Dene View, Luddendenfoot, Halifax, HX2 6PB",01422 884170,Closed,Snow,SCH,21-Jan-13,21-Jan-13
107,Wood Bank School,"Dene View, Luddendenfoot, Halifax, HX2 6PB",01422 884170,Closed,Snow,SCH,21-Jan-13,
88,The Halifax Academy,"Gibbet Street, Halifax, HX2 0BA",01422 301080,Closed,Snow,SCH,22-Jan-13,22-Jan-13
86,Trinity Academy Sowerby Bridge,"Albert Road, Sowerby Bridge, HX6 2NW",01422 831011,Closed,Site Unsafe,SCH,22-Jan-13,22-Jan-13
464,Boothtown Children's Centre,"Rawson J, I & N School, Rawson Street North, Boothtown, Halifax, HX3 6PU",01422 395501,Closed,Snow,OTH,22-Mar-13,23-Mar-13
441,Calderdale College,"Francis Street, Halifax, HX1 3UZ",01422 357357,Closed,Snow,OTH,22-Mar-13,22-Mar-13
34,Colden J & I School,"Smithy Lane, Colden, Hebden Bridge, HX7 7HW",01422 842438,Closed,Snow,SCH,22-Mar-13,
463,Elland Children's Centre,"Boxhall Road, Elland, HX5 0BB",01422 373133,Closed,Snow,OTH,22-Mar-13,23-Mar-13
49,Field Lane Primary School,"Burnsall Road, Rastrick, Brighouse, HD6 3JT",01484 713792,Closed,Snow,SCH,22-Mar-13,
481,Heath Campus,"Free School Lane, Halifax, HX1 2PS",01422 392820,Closed,Snow,OTH,22-Mar-13,22-Mar-13
33,"Heptonstall J, I & N School","Smithwell Lane, Heptonstall, Hebden Bridge, HX7 7NX",01422 842533,Closed,Snow,SCH,22-Mar-13,
109,Highbury School,"Lower Edge Road, Rastrick, Brighouse, HD6 3LD",01484 716319,Closed,Snow,SCH,22-Mar-13,
102,Lightcliffe Academy,"Stoney Lane, Lightcliffe, Halifax, HX3 8TL",01422 201028,Closed,Snow,SCH,22-Mar-13,
64,Luddenden CE (VC) School,"Dene View, Luddendenfoot, Halifax, HX2 6PB",01422 886353,Closed,Snow,SCH,22-Mar-13,
38,Luddendenfoot Academy,"Burnley Road, Luddendenfoot, Halifax, HX2 6AU",01422 882298,Closed,Snow,SCH,22-Mar-13,
39,Midgley School,"Lane Ends, Midgley, Halifax, HX2 6TX",01422 882356,Closed,Snow,SCH,22-Mar-13,22-Mar-13
279,Moorside Community Primary School,"Keighley Road, Ovenden, Halifax, HX2 8AP",01422 365236,Closed,Snow,SCH,22-Mar-13,22-Mar-13
54,Mount Pellon Primary Academy,"Battinson Road, Halifax, HX1 4RG",01422 349618,Closed,Snow,SCH,22-Mar-13,22-Mar-13
46,Old Town Primary School,"Billy Lane, Wadsworth, Hebden Bridge, HX7 8RY",01422 842859,Closed,Snow,SCH,22-Mar-13,22-Mar-13
100,Rastrick High School,"Field Top Road, Rastrick, Brighouse, HD6 3XB",01484 710235,Closed,Snow,SCH,22-Mar-13,
106,Ryburn Valley High School,"St Peter'S Avenue, Sowerby Bridge, HX6 1DF",01422 832070,Closed,Snow,SCH,22-Mar-13,
473,Siddal Children's Centre,"Backhold Lane, Siddal, Halifax, HX3 9DL",01422 354976,Closed,Snow,OTH,22-Mar-13,
65,St Augustine's CE (VA) J & I School (Halifax),"Hanson Lane, Halifax, HX1 5PG",01422 360615,Closed,Snow,SCH,22-Mar-13,24-Mar-13
92,St Michael & All Angels CE Primary School,"Meadow Close, Greenacres, Shelf, Halifax, HX3 7QU",01274 676246,Closed,Snow,SCH,22-Mar-13,
88,The Halifax Academy,"Gibbet Street, Halifax, HX2 0BA",01422 301080,Closed,Snow,SCH,22-Mar-13,22-Mar-13
98,The North Halifax Grammar School,"Illingworth, Halifax, HX2 9SU",01422 244625,Closed,Snow,SCH,22-Mar-13,
107,Wood Bank School,"Dene View, Luddendenfoot, Halifax, HX2 6PB",01422 884170,Closed,Snow,SCH,22-Mar-13,22-Mar-13
15,Wainstalls School,"Wainstalls, Halifax, HX2 7TE",01422 244804,Closed,Snow,SCH,24-Mar-13,
19,"Ling Bob J, I & N School","Albert Road, Pellon, Halifax, HX2 0QD",01422 434000,Partly closed,Snow,SCH,25-Mar-13,
54,Mount Pellon Primary Academy,"Battinson Road, Halifax, HX1 4RG",01422 349618,Closed,Snow,SCH,25-Mar-13,25-Mar-13
99,The Crossley Heath School,"Savile Park, Halifax, HX3 OHG",01422 360272,Closed,Snow,SCH,25-Mar-13,
88,The Halifax Academy,"Gibbet Street, Halifax, HX2 0BA",01422 301080,Closed,Snow,SCH,25-Mar-13,25-Mar-13
15,Wainstalls School,"Wainstalls, Halifax, HX2 7TE",01422 244804,Closed,Snow,SCH,25-Mar-13,
19,"Ling Bob J, I & N School","Albert Road, Pellon, Halifax, HX2 0QD",01422 434000,Partly closed,Snow,SCH,26-Mar-13,
55,Cross Lane Primary & Nursery School,"Cross Lane, Elland, HX5 0LP",01422 372614,Closed,Heating/plumbing problems,SCH,27-Mar-13,
1,Akroydon Primary Academy,"Rawson Street North, Boothtown Road, Halifax, HX3 6PU",01422 351291,Closed,Industrial Strike Action,SCH,01-Oct-13,01-Oct-13
104,Brighouse High School,"Finkil Street, Brighouse, HD6 2NY",01484 710408,Closed,teachers' strike,SCH,01-Oct-13,
28,Burnley Road Academy,"Burnley Road, Mytholmroyd, Hebden Bridge, HX7 5DE",01422 883034,Closed,NUT/NASUWT Teachers Strike Day ,SCH,01-Oct-13,
